text,Sentiment,Score
b'Check me!! #rap #Halifax https:// m.soundcloud.com/kinglucas-2/ki ng-lucas-get-that-doe \\u2026',positive,0.050143325328826906
b'I love getting Twitter notifications that have me & Halifax together. Will the existence of this piece redeem the CBC for me?? Stay tuned. https:// twitter.com/CBCMusic/statu s/790942248460361728 \\u2026',positive,0.046881743377265854
b'News: Halifax radio show gives inmates outlet on the airwaves: Prisoners perform poetry and rap on the Black ... http:// bit.ly/2eI4cSw',negative,-0.046224434924833226
"b'We are number 4 on the ReverbNation Rap charts for Halifax , NS, CA. http://www. reverbnation.com/atk_records http:// fb.me/8fI1hm5cd'",negative,-0.049627130681818184
"b'We are number 4 on the ReverbNation Rap charts for Halifax , NS, CA. http://www. reverbnation.com/atk_records https://www. reverbnation.com/atk_records'",negative,-0.049627130681818184
b'Oh my gosh Halifax you are so lucky! Go!!!! https:// twitter.com/aparnapkin/sta tus/787347289589243904 \\u2026',positive,0.09821428656245448
"b""November 12th @The Commune in NG December 2nd @Gus's Pub in Halifax #hiphop #rap #giveback \\u2026 https://www. instagram.com/p/BLjUwJsjsj3/""",negative,-0.029947916666666668
b'The Halifax Clowns instagram account turned into some teenager smoking weed in a clown mask listening to shitty rap music',negative,-0.036507666510130675
"b""Jesse's home in Halifax for Thanksgiving, but when he gets home we'll go!""",positive,0.009482656129486193
"b'I swear how many more rappers"" can come out of Halifax ? The whole rap community is going to be full of kids from this small town""'",negative,-0.03677075138637939
b'Hey @rljd are you in Halifax or Ottawa for this??? https:// twitter.com/CanadasNAC/sta tus/783026783440568321 \\u2026',netural,0.0
"b'Shot over 4 seasons, Wordburglar\'s official video Channel Halifax "" is an ample dose of life in #Halifax : https:// youtu.be/n0b3tQ-38R8 #rap pic.twitter.com/gybSN2C1UH""'",negative,-0.014561208089192708
b'#SmoothGroovesCKDU - http://www. ckdu.ca - #CKDU #Radio #Halifax #HipHop #RnB #Rap #Reggae #Soca \\u2026 https://www. instagram.com/p/BLEuM6vh3lV/',negative,-0.029947916666666668
"b""@Wrighty125 Honey G thinks she can rap . I think she's crap! #Xfactor fix""",negative,-0.042154947916666664
"b""@emmo99 Honey G thinks she can rap I think she's crap! #X factor fix""",negative,-0.037939453125
"b""@boyer1977 Honey G thinks she can rap . I think she's crap. #Xfactor fix""",negative,-0.042154947916666664
"b""@Ben_Johnston92 honey G thinks she can rap . I think she's crap#X factor fix!""",negative,-0.025439453125
"b'From  Rap Therapy"" @RyszkyBizness album nominated @musicnovascotia HipHop Recording of The Year #halifax #NovaScotia https://www. reverbnation.com/902nonstopreco rds/song/22460104-dreams-of-us--ryszky-biz \\u2026""'",negative,-0.011458333333333333
"b""Looking forward to seeing @adamhillscomedy in Halifax tonight, wonder if he fancies a rap battle with Yorkshire's finest? https:// twitter.com/Harrogate_Owl/ status/781896775632379904 \\u2026""",positive,0.031494523088137306
"b""They do it better in Halifax . @SheenaSnively raps about the good ol' days in Halifax : https:// youtu.be/Vd-RlfAr7-A""",positive,0.07199355363845825
b'#SmoothGroovesCKDU - http://www. ckdu.ca - #HipHop #RnB #Rap #Reggae #CKDU #Radio #Halifax #Scotia \\u2026 https://www. instagram.com/p/BKysClVBoSw/',negative,-0.029947916666666668
"b""RAP 's Punish, Or Be Punished ~ ChocolateMoses VS Partially Psychotic ~\\u2026 http:// halevents.ca/halifax-dartmo uth-bedford-sackville-ns-events/2043/raps-punish-or-be-punished-chocolatemoses-vs-partially-psychotic-greezy-vs-arawak-mcd-vs-joe-nate-john-the-3rd-vs-m-pulse/?utm_source=dlvr.it&utm_medium=twitter \\u2026 #halevents #halifax pic.twitter.com/orTyIaGdvI""",negative,-0.036458333333333336
"b""on a brighter note: I saw two young dreamers filming rap video in downtown Halifax today. You would've peed a little, Jay""",negative,-0.03895786830357143
"b'a Halifax rap legend, if you will...'",negative,-0.11979166666666667
b'@djtwoo tonight ah the pub!!! #hiphop #halifax #bottomsup #rap https://www. facebook.com/events/1156884 277684398/ \\u2026',negative,-0.03993055555555555
"b'>> Iran raps terror attack on Pakistan mosque: \\u2026 , Tehreek-e-Taliban Pakistan Jamaat-ur-Ah... http:// bit.ly/2cHDG9g #rochdale #halifax'",negative,-0.031494140625
"b""Do you people know there are Halifax Creep catchers? Jesus H.. They even have their own rap , it's so awkward to watch... So many feels""",negative,-0.0682373046875
