text,Sentiment,Score
"b'Artist submissions for the 2015 TD Halifax Jazz Festival open now until Jan 15, 2015. http:// ow.ly/D6wfW'",negative,-0.017126619815826416
b'Unwind with Mike Cowie\\u2019s Trio as they share their unique Jazz and Blues styles starting at 8:30. #Halifax http:// ow.ly/i/7hsuG',positive,0.021723429361979168
b'Relax this weekend at the Oyster Bar while listening to the smooth Jazz & Blues sounds of Mike Cowie\\u2019s Trio. Show starts at 8:30. #Halifax',positive,0.008003743489583333
"b'Artist submissions for the 2015 TD Halifax Jazz Festival open now until Jan 15, 2015. http:// ow.ly/D6w88'",negative,-0.017126619815826416
"b""Mike Cowie's Trio are filling The Press Gang with their lively versions of #Jazz , #Blues , and Classic Rock hits. #Halifax""",positive,0.06365094866071429
"b'Take a seat at the #Oyster Bar tonight while enjoying the #Blues , #Jazz , and Funk fusion of Mike Cowie\\u2019s Trio starting at 8:30pm. #Halifax'",positive,0.035413106220672334
"b'Jazz Aviation LP: Aircraft Maintenance Engineer: Heavy Maintenance - Avionics ( Halifax , 0, Canada) http:// jobs.as/d?j=6639422'",positive,0.04017857142857143
b'Aircraft Maintenance Engineer: Heavy Maintenance - Avionics - Jazz Aviation\\u2026 http:// goo.gl/fb/Gg2KQO Job Halifax CA',positive,0.033586942232572116
"b'Aircraft Maintenance Engineer: Heavy Maintenance - Avionics - Jazz Aviation LP - Halifax , NS http:// dlvr.it/7DlkFQ job halifax ca'",positive,0.0374420166015625
b'Halifax Pop Explosion 2014: 12 must-see acts: The biggest music\\u2026 http:// dlvr.it/7Dl9Xf #ElectronicMusic #HipHop #Jazz #MusiqueNonStop',positive,0.04567307692307692
"b""Late nights in Halifax begin and end at The Press Gang. Join us tonight for the hottest Atlantic #Blues & #Jazz with Mike Cowie's Trio.""",negative,-0.000335693359375
"b'Human Resource Information Systems Analyst: Jazz Aviation LP ( Halifax ): Basic purpose of\\u2026 http:// bit.ly/11wiJIz #younger #workplaces""'",negative,-0.0083984375
"b'Human Resource Information Systems Analyst: Jazz Aviation LP ( Halifax ): Basic purpose of\\u2026 http:// bit.ly/1Cr4eku #diversity #jobs""'",negative,-0.00012308756510416666
"b'Human Resource Information Systems Analyst: Jazz Aviation LP: Basic purpose of Position: To\\u2026 http:// bit.ly/1Cr4eku #halifax #jobs #ns""'",positive,0.003787994384765625
"b'Human Resource Information Systems Analyst: Jazz Aviation LP ( Halifax ): Basic purpose of\\u2026 http:// bit.ly/1Cr4eku #novascotia #jobs""'",positive,0.0040435791015625
"b'Human Resource Information Systems Analyst: Jazz Aviation LP ( Halifax ): Basic purpose of\\u2026 http:// bit.ly/1Cr4eku #novascotia #jobs""'",positive,0.0040435791015625
"b'Human Resource Information Systems Analyst: Jazz Aviation LP ( Halifax ): Basic purpose of\\u2026 http:// bit.ly/1Cr4eku #novascotia #jobs""'",positive,0.0040435791015625
"b'Human Resource Information Systems Analyst, Halifax , NS, Jazz Airline http:// jobx.ca/7DJmwN'",positive,0.008522727272727272
"b'Human Resource Information Systems Analyst, Halifax , NS, Jazz Airline http:// jobx.ca/7DJmvw'",positive,0.008522727272727272
"b'Analyste - Syst\\xe8mes d\\u2019information - Ressources humaines, Halifax , NS, Jazz Aviation http:// jobx.ca/7DJFmP'",positive,0.008522727272727272
"b'Analyste - Syst\\xe8mes d\\u2019information - Ressources humaines, Halifax , NS, Jazz Aviation http:// jobx.ca/7DJFQr'",positive,0.008522727272727272
"b'The sun, the sun. Green ring, trees thinking. Halifax tonight, Obladee Wine Bar tonight, gypsy jazz \\u2026 http:// instagram.com/p/uMDOqIJqnD/'",negative,-0.0034942626953125
b'Get your jazz on! Artist submissions for next year begin today @HFXJazzFest http:// bit.ly/1sh83aK #Halifax',positive,0.008379856205768496
b'Halifax Jazz Festival\\xa02011 http:// wp.me/p4IO3l-5lg',positive,0.0125
b'Hills are alive with the sounds of jazz - Halifax Courier: http://www. halifaxcourier.co.uk/what-s-on/arts -entertainment/hills-are-alive-with-the-sounds-of-jazz-1-6887896#.VDe9KG7pigY.twitter \\u2026',positive,0.040771484375
