text,Sentiment,Score
b'Join Glenn tonight for the last scheduled ghost walk of the season. Meet at the Old Town Clock halfway up Citadel Hill at 8:30',negative,-0.0010904947916666667
"b""Jabal Al Qal'a ( Citadel Hill )\\xa0aka Philadelphia back in the day\\u2026 https://www. instagram.com/p/Ba2z9x7h3ohS 3jRm9hAdDT014HHlCNJZokWQjc0/ \\u2026""",positive,0.0030628551136363635
b'MacDonald Bridge. Prince. Duke. Carmichael. Mount Edward. Citadel Hill . Salter. Larry Uteck. Duffus.',positive,0.029146634615384616
b'Yeah was dropping yesterday and figured it out. It\\u2019s the city. Can make out Citadel hill and the Fort. Very cool',positive,0.01953658335261963
b'Beautiful day for a bike ride jbncj #bikelife #bikeride #sundayride #ridingbuddies #citadelhill \\u2026 https://www. instagram.com/p/Ba178-XlSAP/',positive,0.044474283854166664
"b'Searching for wayward spirits on Halifax\\u2019s Citadel Hill | CTV"" http:// ctv.news/GHApEoH""'",negative,-0.013454861111111112
b'Ghost walk tonight. Meet Glenn at the Old Town Clock halfway up Citadel Hill at 8:30',negative,-0.0007102272727272727
b'Beautiful day to explore #citadelhill and learn a little Canadian #history . @ParksCanada #canada150 pic.twitter.com/4cKLYp2zwi',positive,0.025435014204545456
"b""Searching for wayward spirits on Halifax's Citadel Hill #Halifax #bhivecan http:// dld.bz/gq7ZR""",negative,-0.012109375
b'Searching for wayward spirits on Halifax\\u2019s Citadel Hill https:// halifax.lokol.me/s/searching-fo r-wayward-spirits-on-halifaxs-citadel-hill-744828 \\u2026 #lokol #halifax',negative,-0.011008522727272728
"b""Searching for wayward spirits on Halifax's Citadel Hill : #paranormal #6SM http:// dld.bz/gq7sr""",negative,-0.05164930555555555
"b""Searching for wayward spirits on Halifax's Citadel Hill - CTV News - http:// atlantic.ctvnews.ca/searching-for- wayward-spirits-on-halifax-s-citadel-hill-1.3653606 \\u2026""",negative,-0.020596590909090908
"b""Searching for wayward spirits on Halifax's Citadel Hill - http:// atlantic.ctvnews.ca/searching-for- wayward-spirits-on-halifax-s-citadel-hill-1.3653606 \\u2026 via http:// news.google.com""",negative,-0.020596590909090908
