text,Sentiment,Score
b'Citadel Sunsets @Citadel Hill https://www. instagram.com/p/BTfQnTnjDPgT dwH4_nTS450qP9TSKw84k9fm0o0/ \\u2026',netural,0.0
b'The littlest soldier at #citadelhill for a super fun birthday party #soldier #livingwithroyalty https://www. instagram.com/p/BTfO-nMF2cO/',positive,0.03409090909090909
"b""Still haven't figured out a route, but I'm thinking of starting at Mic Mac Mall and taking the ferry, ending on top of Citadel Hill .""",negative,-0.009785461487660995
b'Fog horns with the kid @Citadel Hill https://www. instagram.com/p/BTbmORhl_mr/',positive,0.0011160714285714285
b'OR we could just go roll around citadel hill after the rain today. Drinks could be included. Money better spent ;) https:// twitter.com/C100FM/status/ 857163945806897152 \\u2026',positive,0.04533876733954197
"b'Just heard Eye Of The Tiger and suddenly I want to run to the top of Citadel Hill and pitch many cannon balls, over hand, across the Harbour'",positive,0.037005106479531
b'#halifax #clocktower #citadelhill https://www. instagram.com/p/BTSpnkaFPWi/',netural,0.0
b'Lovely day for a walk @Citadel Hill https://www. instagram.com/p/BTSUL4PF7rL/',positive,0.042759486607142856
b'Took a walk up da hill. #citadelhill #halifaxclocktower #halifaxharbour #halifaxcitadel #halifax \\u2026 https://www. instagram.com/p/BTSG3YrgqJZ/',positive,0.0014204545454545455
b'Took a walk up da hill. #citadelhill #halifaxclocktower #halifaxharbour #halifaxcitadel #halifax \\u2026 https://www. instagram.com/p/BTSGTFug1or/',positive,0.0014204545454545455
b'#CapitalCity of #NovaScotia #Halifax @Night #CitadelHill #TownClock Come to #NovaScotia Followers ALL ARE WELCOME!! Djw pic.twitter.com/1xZk6K3flx',positive,0.017252604166666668
"b'View of The Old Town Clock from Citadel Hill ; great to have sunny skies and warmer weather, finally! #halifax #spring #oldtownclock pic.twitter.com/Et007kCCAW'",positive,0.030029296875
b'#GoogleMovie 3 #Jordan : #Amman - #AinGhazal #MounttNebo #ArchaeologicalSite #RomaTheatre #JordanMuseum #CitadelHill #travel 20170330cMtNebo pic.twitter.com/8K7KmdUZiB',netural,0.0
b'#GoogleMovie 2 #Jordan : #Amman - #AinGhazal #MounttNebo #ArchaeologicalSite #RomaTheatre #JordanMuseum #CitadelHill #travel 20170330bMtNebo pic.twitter.com/ucOvZELINA',netural,0.0
b'#GoogleMovie 1 #Jordan : #Amman - #AinGhazal #MounttNebo #ArchaeologicalSite #RomaTheatre #JordanMuseum #CitadelHill #travel 20170330aMtNebo pic.twitter.com/XqElh4GHZ6',netural,0.0
b'Hope to see you all at the big announcement on Monday at 12:30pm at Citadel Hill - great news for our YMCA. pic.twitter.com/FDMnuSnBkF',positive,0.04848463020541451
b'Workers take to a lift to continue work on a freshly renewed mast on Citadel Hill pic.twitter.com/QRjEUrnHJr',positive,0.009233648042394097
b'Just posted a video @Citadel Hill https://www. instagram.com/p/BTJhWvhhXGt/',negative,-1.0172526041666666e-05
b'Citadel hill sprouted antennas overnight! #halifax https://www. instagram.com/p/BTJZ590BTVS/',netural,0.0
"b'Citadel Hill , the best view of the Nova Center construction site.'",positive,0.06786727905273438
"b""What's up with those giant cranes near Citadel Hill ? @haligonia @WayeMason @LindellSmithHFX""",positive,0.04017857142857143
b'What are you looking forward to about being in #Halifax ? Is visiting #CitadelHill one of them? #NovaScotia #APVC2017',positive,0.015485491071428572
b'East coast Blue Jay babes #tdtuesday @bluejays #citadelhill #sisters @Citadel Hill https://www. instagram.com/p/BTC5r7VjU__/',netural,0.0
"b'#budapest #hungary #citadel #hill #photoshooting #picture @The Citadel, Budapest https://www. instagram.com/p/BTCBi6zlV0h/'",negative,-7.32421875e-05
b'Chilly #Easter morning #citadelhill #takeitto2 #podcast #travel @Citadel Hill https://www. instagram.com/p/BS9fhyqhvvf/',negative,-0.014204545454545454
b'Beautiful city! #Halifax #Canada #NovaScotia #downtown #citadel #nofilter @Citadel Hill https://www. instagram.com/p/BS61g1tj-U1/',positive,0.044270833333333336
"b'Parks Canada Ghost Tour of Citadel Hill Citadel Hill is a National Historic Site in Halifax, NS. http:// rviv.ly/cPMyV #EastCoastBlogger'",positive,0.00439453125
b'Camry Hybrid at Citadel Hill . pic.twitter.com/WL1ZoEoTQQ',netural,0.0
b'love ya!! So happy I finally saw you in Boston. Welcome back!! (Come closer to Halifax next time!! Outdoor on citadel hill )',positive,0.10400390625
b'Enjoying being out with my cousins showing them Halifax.. Supporting my @MapleLeafs at Citadel Hill #GoLeafsGo #LeafsNation pic.twitter.com/dgbc28bgJo',positive,0.07255415482954546
"b""Off early, the sun is shining and I'm sitting on Citadel Hill enjoying a good book and a @LionandBright cold brew coffee. It's a great day!""",positive,0.08445403575897217
"b'Canada 150 fireworks, festivities moved to Citadel Hill http:// herald.ca/HRU#.'",positive,0.01563262939453125
b'Night fog roundabout. #halifax #streetlights #night #fog @Citadel Hill https://www. instagram.com/p/BSzlHwgl9JE/',negative,-0.002130681818181818
b'A chinchilla on a stair to Citadel Hill . Tutorial used by @jonakashima #HiddenInTheOpen \\u2026 https://www. instagram.com/p/BSzkPWkAM0i/',positive,0.00390625
"b'Canada Day in Halifax to be held on the Common with concert, Citadel Hill fireworks http://www. metronews.ca/news/halifax/2 017/04/11/canada-day-halifax-common-concert-citadel-hill-fireworks.html \\u2026 via @metrotoronto'",positive,0.005597719492820593
"b""@TonyMancini_NS @SamAustinD5 @AndrewMLA who decided #canada150firework Citadel Hill ?do they know how many families won't see them?""",negative,-9.203081329663594e-05
"b'Canada 150 fireworks, festivities moved to Citadel Hill http:// herald.ca/HRU#.'",positive,0.01563262939453125
b'Ferry photobomb #halifax #citadelhill https://www. instagram.com/p/BSy8QTeBqwx/',netural,0.0
"b""If @joelplaskett doesn't headline the #Canada150 celebrations on Citadel Hill I say we riot. #ThurshHermitReunion even?""",negative,-0.007634943181818182
b'Sunset views from Citadel Hill . @haligonia @DowntownHalifax @discoverhalifax @VisitNovaScotia @ExploreCanada pic.twitter.com/4Akur9t9ke',negative,-0.002734375
"b'Caption: me in front of my $2,000 a month New York City apartment. \\u2022\\u2022\\u2022\\u2022 Jk me at Citadel Hill \\u2026 https://www. instagram.com/p/BSwgf0IhtZ-/'",positive,0.009923299153645834
"b'105.9 SEASIDE-FM News - Canada Day in Halifax to be held on the Common with concert, Citadel Hill fireworks.... http:// fb.me/7Rv9SyRfi'",positive,0.0071001233389744395
"b'Canada Day in Halifax to be held on the Common with concert, Citadel Hill fireworks http:// ow.ly/ZPzD30aLWwM'",positive,0.006615486673333428
"b'Canada Day in Halifax to be held on the Common with concert, Citadel Hill fireworks http:// ow.ly/ZPzD30aLWwM pic.twitter.com/WgFygWfsGA'",positive,0.006064196117222309
b'Cool! I remember really liking the old Citadel Hill fireworks!',positive,0.15771484375
"b""This year's Canada Day concert will happen on the Halifax Common, with a firework show over Citadel Hill http://www. halifax.ca/council/agenda sc/documents/170411cai08.pdf \\u2026""",negative,-0.0009416852678571429
b'Citadel Hill .',netural,0.0
b'In for a spooky night at the ghost tour on Citadel Hill #SSNS2017 pic.twitter.com/Kry4mMXoXq',negative,-0.02783203125
b'PHOTOS/VIDEO: Haligonians mark Vimy Ridge Centennial at Citadel Hill ceremony http:// herald.ca/HmB#.',positive,0.005728288130326705
b'#sunset in Halifax @Citadel Hill https://www. instagram.com/p/BSr_vagFEocJ ZSlySESWU9jzWp-H11-AfJsRkY0/ \\u2026',netural,0.0
b'A 21 gun salute from 1 FD Arty Regt sounds off at Citadel Hill during the 100th anniversary of the Battle of Vimy R\\u2026 https:// twitter.com/i/web/status/8 51064257957560321 \\u2026',positive,0.004166666666666667
b'21 Gun Salute at Citadel Hill #Vimy100 pic.twitter.com/MN2MABmh8q',positive,0.03125
b'A 21 gun salute from 1 FD Arty Regt sounds off at Citadel Hill during the 100th anniversary of the Battle of Vimy Ridge on Citadel Hill pic.twitter.com/tmZ4pzXOsI',positive,0.00390625
b'On guard at HFx Citadel Hill as people gather to honour those who served... pic.twitter.com/uM9cIO1hM3',positive,0.032430013020833336
b'All about that Holden Caufield aesthetic @Citadel Hill https://www. instagram.com/p/BSpn01GAgDO/',positive,0.03794642857142857
b'Visitors to Citadel Hill get first-hand sense of trench warfare during this #VimyRemembered weekend. @RonShawCTV has more at 6:00 on CTV-2. pic.twitter.com/09NRf9cqhQ',positive,0.02223344899763246
"b'Few snaps of our hike up Citadel Hill , Halifax, Nova Scotia https://www. instagram.com/p/BSopJLSgOP4/'",positive,0.004889594184027778
"b'From Peggy\\u2019s Cove to the picturesque view at Citadel Hill , @maritimebhangra have made their mark http://www. universityaffairs.ca/news/news-arti cle/student-led-bhangra-group-dancing-away-across-east-coast-internet/ \\u2026'",positive,0.021159490138734565
b'Anyone have any experience with weddings at the Dal Club or Citadel Hill ?',positive,0.002232142857142857
