text,Sentiment,Score
"b'#DYK Last #RCN ship lost #BOA - #HMCSESQUIMALT torpedoed outside Halifax harbour , on 16/4/45 by U191. @BOA_Place pic.twitter.com/auxMWzf9pU'",negative,-0.04126848493303571
b'Beautiful day for a Ferry Ride! #halifaxharbour #springiscoming #latergram https://www. instagram.com/p/BEwSGlUtj92/',positive,0.05929904513888889
"b'1st Annual Halifax Harbour Bridge, #DayofMourning , Safety Standdown. Honoured 2B here representing @HazmastersInc pic.twitter.com/0pnojXYH9o'",positive,0.03126109730113636
b'@NicoleKarkic Current conditions over the #Halifax harbour. #ShareYourWeather pic.twitter.com/kB8tW8H8nf',positive,0.0027901785714285715
b'@haligonia @HalifaxTrivia whos shit is it anyways? #HalifaxHarbour #HalifaxSitcom',negative,-0.03515625
b'maritime joust || blue green grey #waterfront #halifax #harbour https://www. instagram.com/p/BEqtbsdo8Ap/',negative,-0.018359375
"b""RT @BreakingNSNews : Macdonald Bridge's Big Lift project gets the dubstep treatment: Halifax Harbour Bridges commissioned Journeyman\\u2026 https:\\u2026""",negative,-0.0015657548183298786
"b""Macdonald Bridge's Big Lift project gets the dubstep treatment: Halifax Harbour Bridges commissioned Journeyman\\u2026 http:// m.tbnn.it/L8TlX9""",negative,-0.0017894340780912898
b'An amazing capture by my son... Halifax harbour #buddingphotographer #halifax2016 #HRM pic.twitter.com/f89QPl2Slw',positive,0.0390625
b'Illegally went down on the raft and act like a sailor.. Then enjoying the fascinating view of halifax harbour front!',positive,0.0813210232670165
b'Lamps on the #Halifax harbour boardwalk. Ferry in distance. #photography @discoverhalifax pic.twitter.com/DXGSHrvjoh',negative,-0.0008680555555555555
b'Halifax Harbour Waterfront. pic.twitter.com/pwHUJ7BDwf',netural,0.0
b'Are you still harping on about that? A harpist plays on the #halifax waterfront #halifaxharbour \\u2026 https://www. instagram.com/p/BEkIQk_g8Gv/',negative,-0.018012056748072307
b'DND fined $100K for 2013 #oil #spill in Halifax Harbour . They spilled approx 25000 litres diesel since 2011 #cdnpoli http:// tinyurl.com/jqeqevr',negative,-0.005408653846153846
"b'National Defence fined $100,000 for warship #oilspill in Halifax Harbour http:// bit.ly/natobsspill -- #cdnpoli pic.twitter.com/aNC3KZwJzh'",negative,-0.005898215553977273
"b'Ouch. National Defence fined $100,000 for warship oil spill in Halifax Harbour http:// tinyurl.com/jqeqevr via @NatObserver'",negative,-0.005976359049479167
"b'I can totally deal with this, guys! #Halifax #halifaxharbour #halifaxwaterfront https://www. instagram.com/p/BEg2PRAtLkd/'",positive,0.03571428571428571
"b'National Defence fined $100,000 for warship oil spill in Halifax Harbour http:// tinyurl.com/jqeqevr via @NatObserver'",negative,-0.006519664417613636
"b'National Defence fined $100,000 for warship oil spill in Halifax Harbour http:// ow.ly/4mYdza'",negative,-0.007171630859375
b'Everybody safe after fire on navy vessel in Halifax Harbour http://www. cbc.ca/1.3547925',positive,0.0032823350694444445
b'Everybody safe after fire on navy vessel in Halifax Harbour http://www. cbc.ca/1.3547925 pic.twitter.com/OIVTq3t71S',positive,0.0029541015625
b'Take a Ride on the Halifax Harbour Hopper https:// halifax.lokol.me/take-a-ride-on -the-halifax-harbour-hopper \\u2026 #lokol .me pic.twitter.com/6Evmj2XxcR',positive,8.476073705626025e-07
"b'National Defence fined $100,000 for warship #oilspill in Halifax Harbour http:// bit.ly/natobsspill -- #cdnpoli pic.twitter.com/Ba6ZFSaPja'",negative,-0.005898215553977273
b'Lunch time waterfront vibes. #Halifax #halifaxharbour #halifaxwaterfront #novascotia https://www. instagram.com/p/BEeE6uGtLlh/',positive,0.005208333333333333
"b'National Defence fined $100,000 for warship oil #spill in Halifax Harbour http:// bit.ly/natobsspill -- #cdnpoli pic.twitter.com/sdhvBAK5gh'",negative,-0.011266072591145834
"b'USS Hampton, a #USN submarine departed #Halifax harbour on Apr 20 after a routine port visit #RCN #friendsofthenavy pic.twitter.com/IRSYA1D7AZ'",positive,0.0020926339285714285
"b'AMERICAS: Canadian DND ordered to pay $100,000 for Halifax Harbour bunker spill http:// bit.ly/23Lr75m'",negative,-0.0006436434659090909
"b'National Defence fined $100,000 for warship #oilspill in Halifax Harbour http:// bit.ly/natobsspill -- #cdnpoli pic.twitter.com/9yv6oT23x2'",negative,-0.005898215553977273
b'#throwback to when the #macdonaldbridge still had a walkway. #halifaxharbour #halifax #biglift \\u2026 https://www. instagram.com/p/BEdXjdUp41R/',negative,-0.021701388888888888
"b'Sunrise over Halifax harbour , as the U2 song says:  it\'s a beautiful day"" pic.twitter.com/hNIvzwJH4K""'",positive,0.06298828125
"b'National Defence fined $100,000 for warship oil spill in Halifax Harbour http:// tinyurl.com/jqeqevr via @NatObserver'",negative,-0.006519664417613636
"b""DND fined for HMCS St. John's diesel spill in Halifax Harbour - CBC.ca - http:// bit.ly/1NlR3N7""",negative,-0.005940755208333333
"b""DND fined for HMCS St. John's diesel spill in Halifax Harbour - CBC.ca - http:// bit.ly/1NlR3N7""",negative,-0.005940755208333333
"b""DND fined for HMCS St. John's diesel spill in Halifax Harbour http://www. cbc.ca/1.3545803 pic.twitter.com/NL25AvudbN""",negative,-0.0006510416666666666
"b'Canadian navy fined $100K for oil spill in Halifax Harbour - 3 spills in recent years, @emcsheff reports #cdnpoli http://www. nationalobserver.com/2016/04/20/new s/national-defence-fined-100000-warship-oil-spill-halifax-harbour \\u2026'",negative,-0.007291666666666667
"b'National Defence fined $100,000 for warship #oilspill in Halifax Harbour http:// bit.ly/natobsspill - #cdnpoli pic.twitter.com/ZyHYlFYj1N'",negative,-0.000140380859375
