text,Sentiment,Score
"b'Halifax , NB & PEI Rap Battle info for On The Spot! https://www. facebook.com/OnTheSpotBattl eLeague \\u2026'",negative,-0.03131103515625
"b'@rljd Halifax misses you, Rap Legend. Enjoy your visit!'",negative,-0.02099609375
"b""I'm just gonna rap for a long time. #iloveshad #halifax #encore @shadkmusic""",positive,0.01422119140625
b'[News] Action Bronson Cancels Halifax Pop Explosion Performance http:// bit.ly/18QLIqq #tfb #hiphop #rap',negative,-0.024517352764423076
b'[News] Action Bronson Cancels Halifax Pop Explosion Performance http:// j.mp/1dpc8TJ #news #hiphop #rap #rnb',negative,-0.016836983816964284
b'#rap #swag [News] Action Bronson Cancels Halifax Pop Explosion Performance http:// dlvr.it/4Bxp99 #followback #rt #fb',negative,-0.012849934895833333
b'#NEWS | [News] Action Bronson Cancels Halifax Pop Explosion Performance: Action Bronson sa... http:// bit.ly/18QLJL7 | #HIPHOP #RNB #RAP',negative,-0.017678653492647058
b'Happy to hear the history of Halifax rap from @Hermitofdawoods tonight @HalifaxPopX .',positive,0.0419921875
b'So @hermitofdawoods just laid down some spoken word relaying the history of the #Halifax rap scene. #yes #hpx2013',negative,-0.03622159090909091
b'Wow. @Hermitofdawoods just laid down an amazing spoken word history of the rap scene in #Halifax . #hpx2013',negative,-0.024857954545454544
b'Hermits halifax hip hop history rap is stoooopid good. Chills every damn time.',positive,0.01977219364859841
b'@jusfrais man halifax is still one of the best places to be for underground music aside from electronic/ rap . halifax churns out hitters.',positive,0.0023726054600306918
b'he commands the stage & sings with heart & passion.Only the Stars can do that. HALIFAX :LL COOL J was intelligent to cross Rap over to Pop &',positive,0.015681340144230768
b'\\u266b Loungin \\u266b - Three Sheet ( @threesheet ) http:// youtu.be/o3YUjErfiyI #Halifax #Rap #HipHop #Music',negative,-0.015625
"b'[ Halifax ,Ns][ Rap ] Team1Thou VoK LockDown"" [Dir.by @Yogidaproducer ] RT! Support #HipHop http:// northstarhiphop.ca/archives/30838 ?wt=3 \\u2026""'",negative,-0.025669642857142856
"b'[ Halifax ,Ns][ Rap ] Team1Thou VoK LockDown"" [Dir.by @Yogidaproducer ] RT! Support #HipHop http:// northstarhiphop.ca/archives/30838 ?wt=2 \\u2026""'",negative,-0.025669642857142856
"b'[ Halifax ,Ns][ Rap ] Team1Thou VoK LockDown"" [Dir.by @Yogidaproducer ] RT! Support #HipHop http:// northstarhiphop.ca/archives/30838""'",negative,-0.027644230769230768
"b'This 107.5 station from Detroit is also doin itt, Halifax needs a rap station #AckRight'",negative,-0.0390625
b'Are you subscribed to the RAPS TALK podcast - Hoops Talk out of #Halifax on iTunes? https:// itunes.apple.com/ca/podcast/rap s-talk/id406890403 \\u2026',negative,-0.014756944444444444
"b""Should be preparing for Halifax , but instead i'm preparing for my next rap battle. #priorities""",negative,-0.017578125
"b""Pushes it to 9. HALIFAX :I say NWA gets another nomination in RAP & KISS has many fans & an entire Army.That's 11.""",negative,-0.007977565669231504
"b""@wyrfxrssn you're not a halifax rap legend""",positive,0.08984375
"b""It'd be sweet if halifax had a rap station""",negative,-0.0125732421875
"b'@LordOmlette it looks like the Zerg logo, also lots of good Halifax rap'",positive,0.0272042089038425
b'On The Spot Battle League got it poppin last night in Halifax this is only 1 of the 2 great rap battles that went... http:// fb.me/6ofVxQKJs',negative,-0.009863512895078332
"b'Watch T-Stu perform I Be"" live at Plan B in Halifax , Nova Scotia. http://www. youtube.com/watch?v=O6GGS3 VvlGg \\u2026 #rap #hiphop #livehiphop #halifaxhastalent""'",negative,-0.01141357421875
b'\\u266b Loungin \\u266b - Three Sheet ( @threesheet ) http:// goo.gl/K1JsBU #Halifax #Rap #HipHop #Music',negative,-0.029513888888888888
b'i need a place to live in #halifax . prefer north end but open to options. im down for a roomate. but im extremely good looking and make rap .',positive,0.03592544456821693
"b""@rljd ugh i can't handle how much i love you jesse d, halifax rap legend, & winner of the heart of nik""",negative,-0.08001708984375
b'#alekxis #bodyguards #ucw #halifax #novascotia #rapper #actor #wrestler #raw #rap #performance #locs #shades ... http:// fb.me/2uh07BxA3',negative,-0.016832478841145835
"b""@yyzsportsmedia how low have the Raps gone eh ? What I mean is Eric didn't even go 2 Halifax Last nights game was a Celtics feed & no radio""",positive,0.003216911764705882
b'First real look at Tyler Hansbrough in a Raps uniform tonight. He sat out the intrasquad scrimmage in Halifax .',negative,-0.012959798177083334
b'We had so much fun in #Halifax this past weekend! Check out our blog for an inside look at all the fun :) http:// blog.raptors.com/dancepak-blog/ 100713/ \\u2026 #raps #rtz',negative,-0.008877383811133248
"b'[ HALIFAX ,NS][ RAP ] @JayMayne902 Unholy Water"" RT! Support #HipHop http:// northstarhiphop.ca/archives/29105 ?wt=3 \\u2026""'",negative,-0.06363932291666667
"b'[ HALIFAX ,NS][ RAP ] @JayMayne902 Unholy Water"" RT! Support #HipHop http:// northstarhiphop.ca/archives/29105 ?wt=2 \\u2026""'",negative,-0.06363932291666667
"b'[ HALIFAX ,NS][ RAP ] @JayMayne902 Unholy Water"" RT! Support #HipHop http:// northstarhiphop.ca/archives/29105""'",negative,-0.06942471590909091
"b""@NSWDWMom only downside to being at #BlissDomCA this year is that I'm missing the Raps in Halifax . Have fun!""",negative,-0.01544189453125
b'Raps practicing in #halifax #rtz pic.twitter.com/SdS1EM7Ma0',positive,0.003125
